id,Recencia,Monetizacao,Frequencia,R,F,M,Score_RFM,Segmento_RFM,Segmento de cliente,Marketing Action
14015,1595,799.0,1,2,2,3,7,223,clientes leais,Promoções direcionadas
14016,960,146.0,1,3,2,2,7,322,clientes leais,Promoções direcionadas
14017,2013,2300.0,1,1,2,4,7,124,clientes leais,Promoções direcionadas
14018,1513,120.0,1,2,2,2,6,222,clientes leais,Promoções direcionadas
14019,1357,4200.0,1,2,2,4,8,224,Clientes leais que compram com frequência,Promoções direcionadas
14020,1041,87.0,1,3,2,1,6,321,clientes leais,Promoções direcionadas
14021,366,4800.0,1,4,2,4,10,424,Clientes leais que compram com frequência,Incentivos não relacionados a preços; Oferecer edição limitada e programas de fidelidade
14022,2095,2300.0,1,1,2,4,7,124,clientes leais,Promoções direcionadas
14023,785,250.0,1,3,2,2,7,322,clientes leais,Promoções direcionadas
14024,760,3099.0,1,3,2,4,9,324,Clientes leais que compram com frequência,Promoções direcionadas
14025,808,560.0,1,3,2,3,8,323,clientes leais,Promoções direcionadas
14026,776,800.0,1,3,2,3,8,323,clientes leais,Promoções direcionadas
14027,1159,230.0,1,2,2,2,6,222,clientes leais,Promoções direcionadas
14028,2014,90.0,1,1,2,1,4,121,Clientes quase perdidos,Promoções direcionadas
14029,1966,2300.0,1,1,2,4,7,124,clientes leais,Promoções direcionadas
14030,1689,1200.0,1,1,2,3,6,123,clientes leais,Promoções direcionadas
14031,1699,1900.0,1,1,2,4,7,124,clientes leais,Promoções direcionadas
14032,132,1870.0,1,4,2,4,10,424,Clientes leais que compram com frequência,Incentivos não relacionados a preços; Oferecer edição limitada e programas de fidelidade
14033,1363,2800.0,1,2,2,4,8,224,Clientes leais que compram com frequência,Promoções direcionadas
14034,1790,1100.0,1,1,2,3,6,123,clientes leais,Promoções direcionadas
14035,450,1500.0,1,4,2,3,9,423,clientes leais,Promoções direcionadas
14036,931,78.0,1,3,2,1,6,321,clientes leais,Promoções direcionadas
14037,22,70.0,1,4,2,1,7,421,clientes leais,Promoções direcionadas
14038,1027,32.0,1,3,2,1,6,321,clientes leais,Promoções direcionadas
14039,439,156.0,1,4,2,2,8,422,clientes leais,Promoções direcionadas
14040,821,189.0,1,3,2,2,7,322,clientes leais,Promoções direcionadas
14041,415,2500.0,1,4,2,4,10,424,Clientes leais que compram com frequência,Incentivos não relacionados a preços; Oferecer edição limitada e programas de fidelidade
14042,1816,38.0,1,1,2,1,4,121,Clientes quase perdidos,Promoções direcionadas
14043,548,145.0,1,4,2,2,8,422,clientes leais,Promoções direcionadas
14044,2047,360.0,1,1,2,2,5,122,Clientes que precisam de atenção,Promoções direcionadas
14045,1910,99.0,1,1,2,1,4,121,Clientes quase perdidos,Promoções direcionadas
14046,1256,2300.0,1,2,2,4,8,224,Clientes leais que compram com frequência,Promoções direcionadas
14047,1292,87.0,1,2,2,1,5,221,Clientes que precisam de atenção,Promoções direcionadas
14048,1601,156.0,1,2,2,2,6,222,clientes leais,Promoções direcionadas
14049,1203,1400.0,1,2,2,3,7,223,clientes leais,Promoções direcionadas
14050,1647,1350.0,1,1,2,3,6,123,clientes leais,Promoções direcionadas
14051,30,98.0,1,4,2,1,7,421,clientes leais,Promoções direcionadas
14052,1831,1800.0,1,1,2,3,6,123,clientes leais,Promoções direcionadas
14053,1138,1200.0,1,2,2,3,7,223,clientes leais,Promoções direcionadas
14054,569,120.0,1,3,2,2,7,322,clientes leais,Promoções direcionadas
14055,845,24.0,1,3,2,1,6,321,clientes leais,Promoções direcionadas
14056,1618,2500.0,1,2,2,4,8,224,Clientes leais que compram com frequência,Promoções direcionadas
14057,1424,860.0,1,2,2,3,7,223,clientes leais,Promoções direcionadas
14058,1924,90.0,1,1,2,1,4,121,Clientes quase perdidos,Promoções direcionadas
14059,1606,310.0,1,2,2,2,6,222,clientes leais,Promoções direcionadas
14060,1248,2600.0,1,2,2,4,8,224,Clientes leais que compram com frequência,Promoções direcionadas
14061,1697,1200.0,1,1,2,3,6,123,clientes leais,Promoções direcionadas
14062,76,980.0,1,4,2,3,9,423,clientes leais,Promoções direcionadas
14063,100,2100.0,1,4,2,4,10,424,Clientes leais que compram com frequência,Incentivos não relacionados a preços; Oferecer edição limitada e programas de fidelidade
14064,1054,145.0,1,3,2,2,7,322,clientes leais,Promoções direcionadas
14065,989,140.0,1,3,2,2,7,322,clientes leais,Promoções direcionadas
14066,14,90.0,1,4,2,1,7,421,clientes leais,Promoções direcionadas
14067,670,30.0,1,3,2,1,6,321,clientes leais,Promoções direcionadas
14068,1986,3900.0,1,1,2,4,7,124,clientes leais,Promoções direcionadas
14069,1133,37.0,1,2,2,1,5,221,Clientes que precisam de atenção,Promoções direcionadas
14070,609,300.0,1,3,2,2,7,322,clientes leais,Promoções direcionadas
14071,319,2300.0,1,4,2,4,10,424,Clientes leais que compram com frequência,Incentivos não relacionados a preços; Oferecer edição limitada e programas de fidelidade
14072,900,2700.0,1,3,2,4,9,324,Clientes leais que compram com frequência,Promoções direcionadas
14073,1577,87.0,1,2,2,1,5,221,Clientes que precisam de atenção,Promoções direcionadas
14074,809,2500.0,1,3,2,4,9,324,Clientes leais que compram com frequência,Promoções direcionadas
14075,469,230.0,1,4,2,2,8,422,clientes leais,Promoções direcionadas
14076,225,1200.0,1,4,2,3,9,423,clientes leais,Promoções direcionadas
14077,185,160.0,1,4,2,2,8,422,clientes leais,Promoções direcionadas
14078,2078,450.0,1,1,2,3,6,123,clientes leais,Promoções direcionadas
14079,987,700.0,1,3,2,3,8,323,clientes leais,Promoções direcionadas
14080,159,2200.0,1,4,2,4,10,424,Clientes leais que compram com frequência,Incentivos não relacionados a preços; Oferecer edição limitada e programas de fidelidade
14081,984,89.0,1,3,2,1,6,321,clientes leais,Promoções direcionadas
14082,358,360.0,1,4,2,2,8,422,clientes leais,Promoções direcionadas
14083,2138,300.0,1,1,2,2,5,122,Clientes que precisam de atenção,Promoções direcionadas
14084,1799,1400.0,1,1,2,3,6,123,clientes leais,Promoções direcionadas
14085,2168,2900.0,1,1,2,4,7,124,clientes leais,Promoções direcionadas
14086,2119,1400.0,1,1,2,3,6,123,clientes leais,Promoções direcionadas
14087,1867,240.0,1,1,2,2,5,122,Clientes que precisam de atenção,Promoções direcionadas
14088,746,89.0,1,3,2,1,6,321,clientes leais,Promoções direcionadas
14089,968,3500.0,1,3,2,4,9,324,Clientes leais que compram com frequência,Promoções direcionadas
14090,288,120.0,1,4,2,2,8,422,clientes leais,Promoções direcionadas
14091,1472,600.0,1,2,2,3,7,223,clientes leais,Promoções direcionadas
14092,908,1600.0,1,3,2,3,8,323,clientes leais,Promoções direcionadas
14093,1663,1500.0,1,1,2,3,6,123,clientes leais,Promoções direcionadas
14094,1838,45.0,1,1,2,1,4,121,Clientes quase perdidos,Promoções direcionadas
14095,437,50.0,1,4,2,1,7,421,clientes leais,Promoções direcionadas
14096,131,600.0,1,4,2,3,9,423,clientes leais,Promoções direcionadas
14097,1992,240.0,1,1,2,2,5,122,Clientes que precisam de atenção,Promoções direcionadas
14098,2130,1100.0,1,1,2,3,6,123,clientes leais,Promoções direcionadas
14099,255,800.0,1,4,2,3,9,423,clientes leais,Promoções direcionadas
14100,1655,3800.0,1,1,2,4,7,124,clientes leais,Promoções direcionadas
14101,1928,120.0,1,1,2,2,5,122,Clientes que precisam de atenção,Promoções direcionadas
14102,1954,600.0,1,1,2,3,6,123,clientes leais,Promoções direcionadas
14103,1418,2500.0,1,2,2,4,8,224,Clientes leais que compram com frequência,Promoções direcionadas
14104,1678,1800.0,1,1,2,3,6,123,clientes leais,Promoções direcionadas
14105,1286,3199.0,1,2,2,4,8,224,Clientes leais que compram com frequência,Promoções direcionadas
14106,1222,3600.0,1,2,2,4,8,224,Clientes leais que compram com frequência,Promoções direcionadas
14107,620,120.0,1,3,2,2,7,322,clientes leais,Promoções direcionadas
14108,945,99.0,1,3,2,1,6,321,clientes leais,Promoções direcionadas
14109,172,145.0,1,4,2,2,8,422,clientes leais,Promoções direcionadas
14110,1412,30.0,1,2,2,1,5,221,Clientes que precisam de atenção,Promoções direcionadas
14111,1357,89.0,1,2,2,1,5,221,Clientes que precisam de atenção,Promoções direcionadas
14112,54,4300.0,1,4,2,4,10,424,Clientes leais que compram com frequência,Incentivos não relacionados a preços; Oferecer edição limitada e programas de fidelidade
14113,572,250.0,1,3,2,2,7,322,clientes leais,Promoções direcionadas
14114,93,290.0,1,4,2,2,8,422,clientes leais,Promoções direcionadas
14115,1405,98.0,1,2,2,1,5,221,Clientes que precisam de atenção,Promoções direcionadas
14116,135,500.0,1,4,2,3,9,423,clientes leais,Promoções direcionadas
14117,1991,2100.0,1,1,2,4,7,124,clientes leais,Promoções direcionadas
14118,808,24.0,1,3,2,1,6,321,clientes leais,Promoções direcionadas
14119,456,500.0,1,4,2,3,9,423,clientes leais,Promoções direcionadas
14120,1026,110.0,1,3,2,2,7,322,clientes leais,Promoções direcionadas
14121,231,139.0,1,4,2,2,8,422,clientes leais,Promoções direcionadas
14122,463,89.0,1,4,2,1,7,421,clientes leais,Promoções direcionadas
14123,297,1800.0,1,4,2,3,9,423,clientes leais,Promoções direcionadas
14124,69,80.0,1,4,2,1,7,421,clientes leais,Promoções direcionadas
14125,836,120.0,1,3,2,2,7,322,clientes leais,Promoções direcionadas
14126,396,120.0,1,4,2,2,8,422,clientes leais,Promoções direcionadas
14127,1441,3100.0,1,2,2,4,8,224,Clientes leais que compram com frequência,Promoções direcionadas
14128,824,198.0,1,3,2,2,7,322,clientes leais,Promoções direcionadas
14129,1034,450.0,1,3,2,3,8,323,clientes leais,Promoções direcionadas
14130,797,45.0,1,3,2,1,6,321,clientes leais,Promoções direcionadas
14131,953,890.0,1,3,2,3,8,323,clientes leais,Promoções direcionadas
14132,1544,760.0,1,2,2,3,7,223,clientes leais,Promoções direcionadas
14133,931,120.0,1,3,2,2,7,322,clientes leais,Promoções direcionadas
14134,856,99.0,1,3,2,1,6,321,clientes leais,Promoções direcionadas
14135,460,3300.0,1,4,2,4,10,424,Clientes leais que compram com frequência,Incentivos não relacionados a preços; Oferecer edição limitada e programas de fidelidade
14136,679,2100.0,1,3,2,4,9,324,Clientes leais que compram com frequência,Promoções direcionadas
14137,1050,1870.0,1,3,2,4,9,324,Clientes leais que compram com frequência,Promoções direcionadas
14138,334,120.0,1,4,2,2,8,422,clientes leais,Promoções direcionadas
14139,1801,700.0,1,1,2,3,6,123,clientes leais,Promoções direcionadas
14140,1769,199.0,1,1,2,2,5,122,Clientes que precisam de atenção,Promoções direcionadas
14141,1652,600.0,1,1,2,3,6,123,clientes leais,Promoções direcionadas
14142,1722,30.0,1,1,2,1,4,121,Clientes quase perdidos,Promoções direcionadas
14143,2046,189.0,1,1,2,2,5,122,Clientes que precisam de atenção,Promoções direcionadas
14144,2044,400.0,1,1,2,2,5,122,Clientes que precisam de atenção,Promoções direcionadas
14145,390,2800.0,1,4,2,4,10,424,Clientes leais que compram com frequência,Incentivos não relacionados a preços; Oferecer edição limitada e programas de fidelidade
14146,244,90.0,1,4,2,1,7,421,clientes leais,Promoções direcionadas
14147,1753,3500.0,1,1,2,4,7,124,clientes leais,Promoções direcionadas
14148,844,1300.0,1,3,2,3,8,323,clientes leais,Promoções direcionadas
14149,656,1500.0,1,3,2,3,8,323,clientes leais,Promoções direcionadas
14150,291,89.0,1,4,2,1,7,421,clientes leais,Promoções direcionadas
14151,1747,500.0,1,1,2,3,6,123,clientes leais,Promoções direcionadas
14152,1437,99.0,1,2,2,1,5,221,Clientes que precisam de atenção,Promoções direcionadas
14153,1699,1100.0,1,1,2,3,6,123,clientes leais,Promoções direcionadas
14154,1315,87.0,1,2,2,1,5,221,Clientes que precisam de atenção,Promoções direcionadas
14155,448,146.0,1,4,2,2,8,422,clientes leais,Promoções direcionadas
14156,1562,1600.0,1,2,2,3,7,223,clientes leais,Promoções direcionadas
14157,1383,89.0,1,2,2,1,5,221,Clientes que precisam de atenção,Promoções direcionadas
14158,878,2300.0,1,3,2,4,9,324,Clientes leais que compram com frequência,Promoções direcionadas
14159,1751,137.0,1,1,2,2,5,122,Clientes que precisam de atenção,Promoções direcionadas
14160,1105,250.0,1,2,2,2,6,222,clientes leais,Promoções direcionadas
14161,144,85.0,1,4,2,1,7,421,clientes leais,Promoções direcionadas
14162,487,38.0,1,4,2,1,7,421,clientes leais,Promoções direcionadas
14163,323,60.0,1,4,2,1,7,421,clientes leais,Promoções direcionadas
14164,949,310.0,1,3,2,2,7,322,clientes leais,Promoções direcionadas
14165,1015,290.0,1,3,2,2,7,322,clientes leais,Promoções direcionadas
14166,549,110.0,1,4,2,2,8,422,clientes leais,Promoções direcionadas
14167,1035,32.0,1,3,2,1,6,321,clientes leais,Promoções direcionadas
14168,909,98.0,1,3,2,1,6,321,clientes leais,Promoções direcionadas
14169,1785,30.0,1,1,2,1,4,121,Clientes quase perdidos,Promoções direcionadas
14170,142,90.0,1,4,2,1,7,421,clientes leais,Promoções direcionadas
14171,1491,1000.0,1,2,2,3,7,223,clientes leais,Promoções direcionadas
14172,278,180.0,1,4,2,2,8,422,clientes leais,Promoções direcionadas
14173,466,100.0,1,4,2,1,7,421,clientes leais,Promoções direcionadas
14174,4,310.0,1,4,2,2,8,422,clientes leais,Promoções direcionadas
14175,2085,600.0,1,1,2,3,6,123,clientes leais,Promoções direcionadas
14176,349,99.0,1,4,2,1,7,421,clientes leais,Promoções direcionadas
14177,626,3800.0,1,3,2,4,9,324,Clientes leais que compram com frequência,Promoções direcionadas
14178,1418,180.0,1,2,2,2,6,222,clientes leais,Promoções direcionadas
14179,61,3500.0,1,4,2,4,10,424,Clientes leais que compram com frequência,Incentivos não relacionados a preços; Oferecer edição limitada e programas de fidelidade
14180,1288,1800.0,1,2,2,3,7,223,clientes leais,Promoções direcionadas
14181,1896,230.0,1,1,2,2,5,122,Clientes que precisam de atenção,Promoções direcionadas
14182,1767,87.0,1,1,2,1,4,121,Clientes quase perdidos,Promoções direcionadas
14183,1085,1500.0,1,3,2,3,8,323,clientes leais,Promoções direcionadas
14184,10,430.0,1,4,2,3,9,423,clientes leais,Promoções direcionadas
14185,77,40.0,1,4,2,1,7,421,clientes leais,Promoções direcionadas
14186,811,1300.0,1,3,2,3,8,323,clientes leais,Promoções direcionadas
14187,1423,140.0,1,2,2,2,6,222,clientes leais,Promoções direcionadas
14188,245,250.0,1,4,2,2,8,422,clientes leais,Promoções direcionadas
14189,1407,2300.0,1,2,2,4,8,224,Clientes leais que compram com frequência,Promoções direcionadas
14190,1710,1500.0,1,1,2,3,6,123,clientes leais,Promoções direcionadas
14191,456,2800.0,1,4,2,4,10,424,Clientes leais que compram com frequência,Incentivos não relacionados a preços; Oferecer edição limitada e programas de fidelidade
14192,367,1000.0,1,4,2,3,9,423,clientes leais,Promoções direcionadas
14193,1365,3900.0,1,2,2,4,8,224,Clientes leais que compram com frequência,Promoções direcionadas
14194,1253,3300.0,1,2,2,4,8,224,Clientes leais que compram com frequência,Promoções direcionadas
14195,1197,430.0,1,2,2,3,7,223,clientes leais,Promoções direcionadas
14196,11,250.0,1,4,2,2,8,422,clientes leais,Promoções direcionadas
14197,1560,80.0,1,2,2,1,5,221,Clientes que precisam de atenção,Promoções direcionadas
14198,786,1800.0,1,3,2,3,8,323,clientes leais,Promoções direcionadas
14199,1875,290.0,1,1,2,2,5,122,Clientes que precisam de atenção,Promoções direcionadas
14200,598,2500.0,1,3,2,4,9,324,Clientes leais que compram com frequência,Promoções direcionadas
14201,2103,600.0,1,1,2,3,6,123,clientes leais,Promoções direcionadas
14202,1727,99.0,1,1,2,1,4,121,Clientes quase perdidos,Promoções direcionadas
14203,1889,679.0,1,1,2,3,6,123,clientes leais,Promoções direcionadas
14204,13,1400.0,1,4,2,3,9,423,clientes leais,Promoções direcionadas
14205,1044,1900.0,1,3,2,4,9,324,Clientes leais que compram com frequência,Promoções direcionadas
14206,1755,250.0,1,1,2,2,5,122,Clientes que precisam de atenção,Promoções direcionadas
14207,173,450.0,1,4,2,3,9,423,clientes leais,Promoções direcionadas
14208,1749,2000.0,1,1,2,4,7,124,clientes leais,Promoções direcionadas
14209,405,120.0,1,4,2,2,8,422,clientes leais,Promoções direcionadas
14210,1788,78.0,1,1,2,1,4,121,Clientes quase perdidos,Promoções direcionadas
14211,1631,32.0,1,2,2,1,5,221,Clientes que precisam de atenção,Promoções direcionadas
14212,1692,40.0,1,1,2,1,4,121,Clientes quase perdidos,Promoções direcionadas
14213,945,1900.0,1,3,2,4,9,324,Clientes leais que compram com frequência,Promoções direcionadas
14214,1842,300.0,1,1,2,2,5,122,Clientes que precisam de atenção,Promoções direcionadas
14215,1127,679.0,1,2,2,3,7,223,clientes leais,Promoções direcionadas
14216,1313,700.0,1,2,2,3,7,223,clientes leais,Promoções direcionadas
14217,2101,90.0,1,1,2,1,4,121,Clientes quase perdidos,Promoções direcionadas
14218,1839,2900.0,1,1,2,4,7,124,clientes leais,Promoções direcionadas
14219,227,3300.0,1,4,2,4,10,424,Clientes leais que compram com frequência,Incentivos não relacionados a preços; Oferecer edição limitada e programas de fidelidade
14220,1440,1200.0,1,2,2,3,7,223,clientes leais,Promoções direcionadas
14221,2121,199.0,1,1,2,2,5,122,Clientes que precisam de atenção,Promoções direcionadas
14222,2043,300.0,1,1,2,2,5,122,Clientes que precisam de atenção,Promoções direcionadas
14223,1131,120.0,1,2,2,2,6,222,clientes leais,Promoções direcionadas
14224,239,300.0,1,4,2,2,8,422,clientes leais,Promoções direcionadas
14225,1360,45.0,1,2,2,1,5,221,Clientes que precisam de atenção,Promoções direcionadas
14226,525,89.0,1,4,2,1,7,421,clientes leais,Promoções direcionadas
14227,405,180.0,1,4,2,2,8,422,clientes leais,Promoções direcionadas
14228,1374,350.0,1,2,2,2,6,222,clientes leais,Promoções direcionadas
14229,1742,145.0,1,1,2,2,5,122,Clientes que precisam de atenção,Promoções direcionadas
